id,fecha_inicio,fecha_ultima_accion,pex,p1a,p1b,pinst,ppei1,ppei2,ppei3,ppei4,p2,p3,p4a,p4b,p4c,nps,pgen,gen,region,educ,edad,ocup,ingreso,sitdisc,indg,mes
25587,2023-05-19 23:33:51,2023-05-19 23:41:53,7,7,4,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25588,2023-05-19 23:47:31,2023-05-19 23:48:43,7,7,3,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25589,2023-05-20 02:23:18,2023-05-20 02:34:47,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,4,4,5,6,1,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25590,2023-05-20 11:27:27,2023-05-20 11:29:06,7,7,7,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Libertador General Bernardo O’Higgins.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,May
25592,2023-05-20 12:49:58,2023-05-20 12:54:08,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Valparaíso.,Superior técnico profesional completa.,45 a 64 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25593,2023-05-20 14:14:56,2023-05-20 14:22:48,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,2,4,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25594,2023-05-20 14:26:12,2023-05-20 14:31:07,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Básica completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25595,2023-05-20 17:23:56,2023-05-20 17:25:36,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,5,9,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,May
25596,2023-05-20 18:25:56,2023-05-20 18:27:04,1,1,1,1,,,,,Solucionó parcialmente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Media completa.,18 a 29 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,May
25597,2023-05-20 19:20:18,2023-05-20 19:42:38,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,No,May
25599,2023-05-21 11:29:00,2023-05-21 11:38:16,7,5,2,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,5,5,10,6,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Asalariado/a,$1.100.000 o más,No,No,May
25602,2023-05-21 16:15:37,2023-05-21 16:18:00,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Empleador/a o patrón/a,Entre $600.000 y $1.099.000,No,No,May
25605,2023-05-21 21:19:58,2023-05-21 21:22:17,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Coquimbo.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,May
25606,2023-05-21 22:01:12,2023-05-21 22:02:58,7,1,1,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Maule.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25610,2023-05-22 09:47:51,2023-05-22 09:50:13,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región de Arica y Parinacota.,Superior técnico profesional completa.,30 a 44 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,Sí,May
25611,2023-05-22 10:18:24,2023-05-22 10:20:29,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,6,10,7,Femenino.,Región de Los Lagos.,Superior técnico profesional completa.,30 a 44 años.,Trabajador/a por cuenta propia,Menos de $300.000,No,No,May
25616,2023-05-22 11:31:34,2023-05-22 11:34:56,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,4,1,5,3,2,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25621,2023-05-22 13:17:43,2023-05-22 13:19:16,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Tarapacá.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,May
25622,2023-05-22 14:39:13,2023-05-22 14:41:58,1,1,1,1,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,1,1,2,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,May
25623,2023-05-22 14:45:57,2023-05-22 14:52:50,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región de Magallanes y la Antártica Chilena.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25625,2023-05-22 14:52:07,2023-05-22 14:55:05,6,6,3,6,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,7,Masculino.,Región de Tarapacá.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,May
25626,2023-05-22 14:54:04,2023-05-22 15:13:22,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,1,1,2,3,Femenino.,Región de La Araucanía.,Media completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25627,2023-05-22 15:06:59,2023-05-22 15:10:15,7,7,4,7,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con menor frecuencia.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $300.001 y $399.999,No,No,May
25628,2023-05-22 15:43:35,2023-05-22 15:45:44,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,1,1,1,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,May
25629,2023-05-22 15:51:14,2023-05-22 15:54:43,1,1,1,1,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,1,1,4,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,$1.100.000 o más,No,No,May
25631,2023-05-22 16:11:10,2023-05-22 16:16:05,7,7,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,4,Masculino.,Región de Coquimbo.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25633,2023-05-22 17:06:02,2023-05-22 17:09:08,7,7,7,7,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,7,7,4,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25636,2023-05-22 17:46:31,2023-05-22 17:49:19,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,2,1,1,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,Sí,No,May
25638,2023-05-22 17:53:09,2023-05-22 17:57:43,7,7,6,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25640,2023-05-22 18:49:28,2023-05-22 18:52:56,1,1,1,1,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25644,2023-05-22 19:28:01,2023-05-22 19:31:15,7,7,4,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,6,Femenino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25646,2023-05-22 20:52:12,2023-05-22 20:54:31,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Masculino.,Región Metropolitana de Santiago.,Media completa.,30 a 44 años.,Empleador/a o patrón/a,$1.100.000 o más,No,No,May
25647,2023-05-22 21:34:32,2023-05-22 21:37:53,7,7,1,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Media completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25648,2023-05-22 21:34:57,2023-05-22 21:37:17,7,7,6,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,May
25649,2023-05-22 21:46:14,2023-05-22 21:48:08,6,7,6,6,,,,,Solucionó completamente su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,6,6,5,10,7,Masculino.,Región del Biobío.,Superior universitaria completa.,18 a 29 años.,Asalariado/a,$1.100.000 o más,No,No,May
25652,2023-05-23 01:11:52,2023-05-23 01:13:53,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región de La Araucanía.,Media completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $300.001 y $399.999,No,Sí,May
25653,2023-05-23 03:38:33,2023-05-23 03:46:28,7,7,7,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,Sí,No,May
25654,2023-05-23 08:45:49,2023-05-23 08:47:53,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,1,4,1,4,Masculino.,Región del Ñuble.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,May
25659,2023-05-23 10:44:34,2023-05-23 10:46:42,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,3,5,5,9,6,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,May
25661,2023-05-23 11:02:28,2023-05-23 11:09:19,3,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,1,4,1,1,Masculino.,Región de Valparaíso.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $400.000 y $599.999,No,Sí,May
25663,2023-05-23 11:38:15,2023-05-23 11:43:22,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Valparaíso.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,Entre $600.000 y $1.099.000,No,No,May
25664,2023-05-23 11:56:25,2023-05-23 12:05:23,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,4,1,Femenino.,Región del Maule.,Media completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25665,2023-05-23 12:17:00,2023-05-23 12:20:20,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25669,2023-05-23 12:55:49,2023-05-23 13:02:13,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25671,2023-05-23 13:36:28,2023-05-23 13:40:14,7,7,1,6,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,8,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a,Entre $400.000 y $599.999,No,No,May
25673,2023-05-23 14:27:44,2023-05-23 14:34:26,4,2,1,4,,,,,Otro,Me hubiera gustado recibir información con mayor frecuencia.,6,5,5,5,5,Femenino.,Región de Antofagasta.,Superior técnico profesional completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,Entre $400.000 y $599.999,No,No,May
25674,2023-05-23 14:42:33,2023-05-23 14:46:51,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,65 años o más.,Jubilado/a,Menos de $300.000,Sí,No,May
25677,2023-05-23 15:24:40,2023-05-23 15:27:30,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,1,1,1,Masculino.,Región de Los Lagos.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,May
25680,2023-05-23 16:00:13,2023-05-23 16:05:12,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,3,1,2,1,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25683,2023-05-23 17:14:14,2023-05-23 17:16:12,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,1,1,Femenino.,Región de Antofagasta.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,No,May
25684,2023-05-23 17:24:25,2023-05-23 17:46:09,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,1,1,1,10,1,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Trabajador/a por cuenta propia,$1.100.000 o más,No,No,May
25686,2023-05-23 18:56:17,2023-05-23 18:58:50,1,1,1,1,,,,,No solucionó su Reclamo.,Me hubiera gustado recibir información con mayor frecuencia.,4,1,4,1,4,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,30 a 44 años.,Asalariado/a,$1.100.000 o más,No,Sí,May
25687,2023-05-23 19:54:22,2023-05-23 19:58:47,7,7,6,7,,,,,Otro,El SERNAC me envió información con la frecuencia adecuada.,6,6,6,10,7,Femenino.,Región de La Araucanía.,Superior técnico profesional completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,May
25691,2023-05-23 21:17:29,2023-05-23 21:20:41,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25692,2023-05-23 21:41:11,2023-05-23 21:43:03,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior técnico profesional completa.,30 a 44 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25693,2023-05-23 21:44:43,2023-05-23 23:19:51,7,7,4,6,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,18 a 29 años.,Desempleado/a o desocupado/a,Menos de $300.000,No,No,May
25698,2023-05-24 00:31:18,2023-05-24 00:34:42,7,7,5,7,,,,,Solucionó parcialmente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,10,7,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,45 a 64 años.,Trabajador/a por cuenta propia,Entre $600.000 y $1.099.000,No,No,May
25703,2023-05-24 10:05:53,2023-05-24 10:07:48,7,6,1,7,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,6,6,10,7,Masculino.,Región de Magallanes y la Antártica Chilena.,Superior universitaria completa.,30 a 44 años.,Asalariado/a directivo/a o gerente,$1.100.000 o más,No,No,May
25704,2023-05-24 10:18:41,2023-05-24 10:21:45,1,1,1,1,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,1,1,1,1,1,Femenino.,Región del Libertador General Bernardo O’Higgins.,Media completa.,45 a 64 años.,Asalariado/a,Entre $600.000 y $1.099.000,No,No,May
25705,2023-05-24 10:33:05,2023-05-24 10:42:11,3,1,1,2,,,,,No solucionó su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,5,1,3,1,2,Masculino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $600.000 y $1.099.000,No,No,May
25706,2023-05-24 10:41:08,2023-05-24 10:43:25,7,7,7,7,,,,,Solucionó completamente su Reclamo.,El SERNAC me envió información con la frecuencia adecuada.,7,7,7,7,7,Femenino.,Región Metropolitana de Santiago.,Superior universitaria completa.,65 años o más.,Jubilado/a,Entre $400.000 y $599.999,No,No,May
